传播渠道,发表日期,内容标题,阅读人数,阅读人数占比
推荐,20260606,《人民日报》系列文章讲“生态文明”：不止于绿水青山，还要有法治、治理和长期主义,3638,0.02480199933052063
全部,20260616,《人民日报》写【低空经济】：别只追风口,3204,0.014797000214457512
全部,20260611,人民日报讲AI治理,2896,0.013375000096857548
全部,20260612,《人民日报》讲透“反内卷”：不是反竞争,2884,0.013318999670445919
推荐,20260603,《人民日报》这样写“公共服务均等化”：从“有没有”到“够得到”,2823,0.019246000796556473
聊天会话,20260607,《人民日报》这样写“新就业群体”：从服务对象到城市伙伴,2613,0.14290399849414825
聊天会话,20260530,《人民日报》写“因地制宜”：申论如何写县域发展,2444,0.13366100192070007
聊天会话,20260529,人民日报讲营商环境：不是“不执法”，而是“规范执法”,1963,0.107355996966362
朋友圈,20260529,人民日报讲营商环境：不是“不执法”，而是“规范执法”,1834,0.15568800270557404
朋友圈,20260610,《人民日报》讲透城市更新：不是只有“拆”,1805,0.15322600305080414
公众号主页,20260110,# 我的2025和2026的我（回顾篇）,1495,0.08001899719238281
朋友圈,20260607,《人民日报》这样写“新就业群体”：从服务对象到城市伙伴,1439,0.12215600162744522
朋友圈,20260608,《人民日报》讲透“数字治理”：不是简单“上系统”,1417,0.12028899788856506
聊天会话,20260610,《人民日报》讲透城市更新：不是只有“拆”,1414,0.07733099907636642
聊天会话,20260609,《人民日报》讲透“全国统一大市场”：不止于大,1411,0.07716699689626694
其他,20260530,《人民日报》写“因地制宜”：申论如何写县域发展,1385,0.21630500257015228
聊天会话,20260605,《人民日报》写透文化传承：不是摆出来，而是连起来,1326,0.0725179985165596
公众号消息,20260615,《人民日报》讲透【银发经济】：不是养老负担,1274,0.07384700328111649
聊天会话,20260608,《人民日报》讲透“数字治理”：不是简单“上系统”,1226,0.06704899668693542
朋友圈,20260609,《人民日报》讲透“全国统一大市场”：不止于大,1190,0.1010190024971962
公众号消息,20260608,《人民日报》讲透“数字治理”：不是简单“上系统”,1180,0.06839799880981445
公众号消息,20260625,《人民日报》讲【就业难】：不能只写“多给岗位”,1105,0.06405100226402283
聊天会话,20260531,《人民日报》讲透“稳就业”：找得到活、上得了工、拿得到钱,874,0.0477989986538887
公众号消息,20260610,《人民日报》讲透城市更新：不是只有“拆”,869,0.05037099868059158
朋友圈,20260531,《人民日报》讲透“稳就业”：找得到活、上得了工、拿得到钱,867,0.07359900325536728
公众号消息,20260623,《人民日报》写【服务消费】：不是发券促销,821,0.047589000314474106
公众号消息,20260611,人民日报讲AI治理,820,0.04753100126981735
公众号消息,20260609,《人民日报》讲透“全国统一大市场”：不止于大,805,0.046661000698804855
公众号主页,20260610,《人民日报》讲透城市更新：不是只有“拆”,796,0.04260599985718727
公众号消息,20260616,《人民日报》写【低空经济】：别只追风口,794,0.04602399840950966
公众号消息,20260624,《人民日报》讲【新型城镇化】：不仅是进城落脚,766,0.04440100118517876
公众号主页,20260608,《人民日报》讲透“数字治理”：不是简单“上系统”,765,0.04094599932432175
公众号消息,20260612,《人民日报》讲透“反内卷”：不是反竞争,747,0.04329900071024895
公众号主页,20260616,《人民日报》写【低空经济】：别只追风口,713,0.03816299885511398
聊天会话,20260615,《人民日报》讲透【银发经济】：不是养老负担,686,0.037516999989748
公众号主页,20260615,《人民日报》讲透【银发经济】：不是养老负担,655,0.03505900129675865
朋友圈,20260623,《人民日报》写【服务消费】：不是发券促销,631,0.053564999252557755
公众号主页,20260609,《人民日报》讲透“全国统一大市场”：不止于大,588,0.03147200122475624
公众号主页,20260611,人民日报讲AI治理,585,0.0313120000064373
公众号主页,20260607,《人民日报》这样写“新就业群体”：从服务对象到城市伙伴,584,0.0312579981982708
公众号消息,20260530,《人民日报》写“因地制宜”：申论如何写县域发展,582,0.0337349995970726
公众号消息,20260619,《人民日报》写【韧性治理】：不仅是灾后救急,575,0.03332899883389473
公众号消息,20260622,《人民日报》讲【大国向西】：不纯是“补短板”,569,0.0329819992184639
公众号消息,20260626,《人民日报》讲【新媒体融合】：不是多开账号,565,0.032749999314546585
朋友圈,20260625,《人民日报》讲【就业难】：不能只写“多给岗位”,564,0.047878000885248184
聊天会话,20260625,《人民日报》讲【就业难】：不能只写“多给岗位”,561,0.030680999159812927
公众号主页,20260604,《人民日报》系列文章讲透“新质生产力”：从词元、农机到田间大模型,554,0.029652999714016914
聊天会话,20260606,《人民日报》系列文章讲“生态文明”：不止于绿水青山，还要有法治、治理和长期主义,542,0.029642000794410706
公众号主页,20260605,《人民日报》写透文化传承：不是摆出来，而是连起来,538,0.02879600040614605
公众号主页,20260606,《人民日报》系列文章讲“生态文明”：不止于绿水青山，还要有法治、治理和长期主义,538,0.02879600040614605
公众号消息,20260607,《人民日报》这样写“新就业群体”：从服务对象到城市伙伴,534,0.030952999368309975
公众号消息,20260605,《人民日报》写透文化传承：不是摆出来，而是连起来,526,0.03048899956047535
朋友圈,20260605,《人民日报》写透文化传承：不是摆出来，而是连起来,523,0.04439700022339821
公众号消息,20260627,《人民日报》讲【现代农业】：不是只靠苦干,511,0.02961999922990799
聊天会话,20260604,《人民日报》系列文章讲透“新质生产力”：从词元、农机到田间大模型,505,0.02761800028383732
公众号主页,20260610,2026年结构化面试热点预测与背诵框架（上半年）,492,0.026334000751376152
公众号消息,20260613,《人民日报》讲透“向海图强”：不是“靠海吃海”,486,0.028170999139547348
公众号主页,20260612,《人民日报》讲透“反内卷”：不是反竞争,469,0.025103000923991203
公众号主页,20260601,【申论素材】中央一号文件怎么转成申论素材：农业农村现代化的六个关键词,461,0.024675000458955765
公众号消息,20260621,《人民日报》讲【AI 时代教育】：不是人人学工具,450,0.02608400024473667
聊天会话,20260623,《人民日报》写【服务消费】：不是发券促销,448,0.024500999599695206
搜一搜,20260529,人民日报讲营商环境：不是“不执法”，而是“规范执法”,442,0.09669700264930725
公众号主页,20260530,《人民日报》写“因地制宜”：申论如何写县域发展,432,0.02312299981713295
公众号消息,20260620,《人民日报》讲【资源循环】：不是回收旧物,432,0.0250410009175539
公众号消息,20260530,跟着《人民日报》学申论写作：因地制宜,422,0.02446099929511547
其他,20260607,《人民日报》这样写“新就业群体”：从服务对象到城市伙伴,422,0.06590700149536133
公众号主页,20260602,申论写基础设施，别只会写“修路架桥”：《人民日报》讲的是“六张网”,415,0.022213000804185867
搜一搜,20260609,《人民日报》讲透“全国统一大市场”：不止于大,404,0.08838299661874771
公众号主页,20260624,《人民日报》讲【新型城镇化】：不仅是进城落脚,403,0.021570000797510147
朋友圈,20260530,《人民日报》写“因地制宜”：申论如何写县域发展,389,0.03302200138568878
聊天会话,20260603,《人民日报》这样写“公共服务均等化”：从“有没有”到“够得到”,387,0.021165000274777412
公众号主页,20260603,《人民日报》这样写“公共服务均等化”：从“有没有”到“够得到”,387,0.02071399986743927
公众号主页,20260623,《人民日报》写【服务消费】：不是发券促销,384,0.020553000271320343
公众号消息,20260606,《人民日报》系列文章讲“生态文明”：不止于绿水青山，还要有法治、治理和长期主义,374,0.021679000928997993
公众号消息,20260604,《人民日报》系列文章讲透“新质生产力”：从词元、农机到田间大模型,372,0.021562999114394188
其他,20260529,人民日报讲营商环境：不是“不执法”，而是“规范执法”,357,0.055755000561475754
公众号主页,20260529,人民日报讲营商环境：不是“不执法”，而是“规范执法”,356,0.019054999575018883
公众号主页,20260621,《人民日报》讲【AI 时代教育】：不是人人学工具,353,0.018893999978899956
公众号消息,20260603,《人民日报》这样写“公共服务均等化”：从“有没有”到“够得到”,348,0.02017199993133545
公众号主页,20260625,《人民日报》讲【就业难】：不能只写“多给岗位”,345,0.018465999513864517
其他,20260609,《人民日报》讲透“全国统一大市场”：不止于大,336,0.05247500166296959
公众号主页,20260531,《人民日报》讲透“稳就业”：找得到活、上得了工、拿得到钱,335,0.017930999398231506
其他,20260608,《人民日报》讲透“数字治理”：不是简单“上系统”,333,0.052007000893354416
搜一搜,20260607,《人民日报》这样写“新就业群体”：从服务对象到城市伙伴,329,0.07197500020265579
其他,20260605,《人民日报》写透文化传承：不是摆出来，而是连起来,325,0.05075699836015701
公众号主页,20260526,《人民日报》讲透申论高分写法：正确政绩观，不能只写成口号,319,0.01707400009036064
其他,20260610,《人民日报》讲透城市更新：不是只有“拆”,319,0.04981999844312668
公众号主页,20260609,我的公众号历史性时刻,317,0.01696700043976307
朋友圈,20260606,《人民日报》系列文章讲“生态文明”：不止于绿水青山，还要有法治、治理和长期主义,310,0.026316000148653984
公众号主页,20260613,《人民日报》讲透“向海图强”：不是“靠海吃海”,309,0.01653899997472763
公众号消息,20260531,人民日报写稳就业：找到活、上得工、拿到钱,306,0.017736999318003654
公众号主页,20260622,《人民日报》讲【大国向西】：不纯是“补短板”,303,0.016217999160289764
其他,20260615,《人民日报》讲透【银发经济】：不是养老负担,297,0.04638500139117241
公众号主页,20260619,《人民日报》写【韧性治理】：不仅是灾后救急,291,0.015576000325381756
公众号消息,20260614,《人民日报》写透“清欠企业账款”：不仅仅是财务题,273,0.015823999419808388
搜一搜,20260605,《人民日报》写透文化传承：不是摆出来，而是连起来,269,0.05884899944067001
公众号主页,20260528,人民日报这组产业文章讲透：新质生产力不是只写 AI，传统产业也能写出高分,260,0.013915999792516232
公众号主页,20260614,《人民日报》写透“清欠企业账款”：不仅仅是财务题,255,0.013648999854922295
公众号消息,20260602,申论写基础设施，别只会写“修路架桥”：《人民日报》讲的是“六张网”,249,0.014433000236749649
朋友圈,20260615,《人民日报》讲透【银发经济】：不是养老负担,245,0.02079799957573414
公众号主页,20260509,这是我见过最好的申论能力解读,242,0.012953000143170357
公众号主页,20260523,《人民日报》讲透申论高分写法：城市整理别再空喊“以人为本”,241,0.012899000197649002
公众号主页,20260620,《人民日报》讲【资源循环】：不是回收旧物,236,0.012632000260055065
搜一搜,20260610,《人民日报》讲透城市更新：不是只有“拆”,220,0.04812999814748764
聊天会话,20260611,人民日报讲AI治理,217,0.011868000030517578
其他,20260606,《人民日报》系列文章讲“生态文明”：不止于绿水青山，还要有法治、治理和长期主义,209,0.03264100104570389
其他,20260604,《人民日报》系列文章讲透“新质生产力”：从词元、农机到田间大模型,207,0.032329000532627106
其他,20260531,《人民日报》讲透“稳就业”：找得到活、上得了工、拿得到钱,203,0.03170400112867355
搜一搜,20260530,《人民日报》写“因地制宜”：申论如何写县域发展,196,0.042879000306129456
搜一搜,20260608,《人民日报》讲透“数字治理”：不是简单“上系统”,179,0.039159998297691345
搜一搜,20260606,《人民日报》系列文章讲“生态文明”：不止于绿水青山，还要有法治、治理和长期主义,174,0.03806599974632263
其他,20260603,《人民日报》这样写“公共服务均等化”：从“有没有”到“够得到”,166,0.02592499926686287
搜一搜,20260603,《人民日报》这样写“公共服务均等化”：从“有没有”到“够得到”,154,0.03369100019335747
其他,20260616,《人民日报》写【低空经济】：别只追风口,125,0.01952200010418892
搜一搜,20260615,《人民日报》讲透【银发经济】：不是养老负担,123,0.02690899930894375
朋友圈,20260603,《人民日报》这样写“公共服务均等化”：从“有没有”到“够得到”,121,0.01027199998497963
搜一搜,20260612,《人民日报》讲透“反内卷”：不是反竞争,116,0.025376999750733376
其他,20260601,【申论素材】中央一号文件怎么转成申论素材：农业农村现代化的六个关键词,106,0.016555000096559525
其他,20260611,人民日报讲AI治理,104,0.016241999343037605
搜一搜,20260616,《人民日报》写【低空经济】：别只追风口,104,0.022752000018954277
其他,20260625,《人民日报》讲【就业难】：不能只写“多给岗位”,101,0.01577400043606758
搜一搜,20260614,《人民日报》写透“清欠企业账款”：不仅仅是财务题,97,0.02122100070118904
搜一搜,20260531,《人民日报》讲透“稳就业”：找得到活、上得了工、拿得到钱,93,0.02034600079059601
其他,20260623,《人民日报》写【服务消费】：不是发券促销,93,0.014523999765515327
其他,20260612,《人民日报》讲透“反内卷”：不是反竞争,85,0.013275000266730785
搜一搜,20260604,《人民日报》系列文章讲透“新质生产力”：从词元、农机到田间大模型,83,0.018157999962568283
搜一搜,20260611,人民日报讲AI治理,83,0.018157999962568283
搜一搜,20260528,人民日报这组产业文章讲透：新质生产力不是只写 AI，传统产业也能写出高分,79,0.01728300005197525
其他,20260528,人民日报这组产业文章讲透：新质生产力不是只写 AI，传统产业也能写出高分,75,0.011713000014424324
其他,20260523,《人民日报》讲透申论高分写法：城市整理别再空喊“以人为本”,72,0.011245000176131725
搜一搜,20260621,《人民日报》讲【AI 时代教育】：不是人人学工具,71,0.015533000230789185
其他,20260624,《人民日报》讲【新型城镇化】：不仅是进城落脚,68,0.010619999840855598
搜一搜,20260613,《人民日报》讲透“向海图强”：不是“靠海吃海”,58,0.012688999995589256
搜一搜,20260110,# 我的2025和2026的我（回顾篇）,51,0.011157000437378883
搜一搜,20260623,《人民日报》写【服务消费】：不是发券促销,49,0.01071999967098236
搜一搜,20260108,《人民日报》热点评论08：过紧日子不是过苦日子（2026年国考面试热点）,48,0.010501000098884106
搜一搜,20260602,申论写基础设施，别只会写“修路架桥”：《人民日报》讲的是“六张网”,48,0.010501000098884106
搜一搜,20260527,申论写公共服务，别只写“均等化”：《人民日报》给了四个动作,46,0.01006300002336502
